0|0|62.4|0.06699633598327637
0|1|74.1|0.057874441146850586
0|2|81.3|0.040770530700683594
0|3|69.4|0.05788755416870117
0|4|77.6|0.039835453033447266
0|5|68.8|0.06015753746032715
0|6|78.0|0.0390934944152832
0|7|73.0|0.05746626853942871
0|8|77.6|0.03728938102722168
0|9|72.4|0.05554652214050293
0|10|77.1|0.038809776306152344
0|11|68.7|0.06212878227233887
0|12|84.9|0.04613089561462402
0|13|79.5|0.05100393295288086
0|14|75.0|0.04058647155761719
0|15|77.8|0.05549049377441406
0|16|75.6|0.06647276878356934
0|17|87.0|0.04577374458312988
0|18|59.5|0.06137347221374512
0|19|85.2|0.03934121131896973
0|20|59.4|0.05248737335205078
0|21|84.8|0.041322946548461914
0|22|61.1|0.08498072624206543
0|23|89.0|0.08339643478393555
0|24|88.9|0.06288361549377441
0|25|90.4|0.047930240631103516
0|26|57.9|0.049758195877075195
0|27|90.5|0.0426175594329834
0|28|64.9|0.04626655578613281
0|29|89.2|0.04453873634338379
1|0|67.6|0.042366743087768555
1|1|82.4|0.072418212890625
1|2|76.7|0.0632469654083252
1|3|86.3|0.04073596000671387
1|4|60.6|0.055438995361328125
1|5|85.4|0.03933143615722656
1|6|63.6|0.055118560791015625
1|7|86.7|0.04242348670959473
1|8|64.9|0.05611920356750488
1|9|86.7|0.04212546348571777
1|10|63.9|0.05938911437988281
1|11|91.5|0.05643510818481445
1|12|78.3|0.05912303924560547
1|13|81.6|0.040689706802368164
1|14|69.7|0.05196785926818848
1|15|85.7|0.06042790412902832
1|16|90.2|0.06561088562011719
1|17|81.1|0.04645371437072754
1|18|86.5|0.05901002883911133
1|19|78.0|0.05847620964050293
1|20|94.1|0.06621146202087402
1|21|85.4|0.06483817100524902
1|22|76.9|0.06018829345703125
1|23|95.9|0.05501914024353027
1|24|77.8|0.07957768440246582
1|25|93.8|0.05192232131958008
1|26|85.7|0.06137585639953613
1|27|72.9|0.05663013458251953
1|28|93.6|0.045186519622802734
1|29|65.8|0.050481557846069336
2|0|89.5|0.044449567794799805
2|1|66.7|0.04573655128479004
2|2|90.0|0.04725527763366699
2|3|67.6|0.047536373138427734
2|4|89.2|0.07207083702087402
2|5|76.7|0.07395505905151367
2|6|86.2|0.06599283218383789
2|7|86.8|0.05669236183166504
2|8|74.5|0.06929397583007812
2|9|85.5|0.061421871185302734
2|10|86.3|0.05041360855102539
2|11|69.0|0.06684589385986328
2|12|92.9|0.06027698516845703
2|13|76.7|0.07966899871826172
2|14|79.7|0.056647539138793945
2|15|93.6|0.05451679229736328
2|16|66.7|0.0592801570892334
2|17|87.5|0.03793454170227051
2|18|56.3|0.0685112476348877
2|19|81.1|0.03745460510253906
2|20|63.6|0.07983899116516113
2|21|75.4|0.07812023162841797
2|22|89.1|0.04996156692504883
2|23|76.9|0.06579113006591797
2|24|80.0|0.03632640838623047
2|25|72.4|0.05852794647216797
2|26|83.7|0.03903651237487793
2|27|67.6|0.060537099838256836
2|28|78.4|0.03851461410522461
2|29|65.6|0.06012105941772461
3|0|79.6|0.03910517692565918
3|1|64.5|0.07956862449645996
3|2|78.5|0.08410072326660156
3|3|88.4|0.043295860290527344
3|4|75.0|0.05651736259460449
3|5|78.7|0.054225921630859375
3|6|93.3|0.0645146369934082
3|7|77.4|0.07767891883850098
3|8|90.6|0.04705047607421875
3|9|82.1|0.07820439338684082
3|10|81.2|0.07281208038330078
3|11|89.7|0.04812216758728027
3|12|82.9|0.06578469276428223
3|13|75.9|0.07023406028747559
3|14|87.5|0.04035687446594238
3|15|53.1|0.05693364143371582
3|16|91.1|0.057282209396362305
3|17|82.0|0.07670736312866211
3|18|78.7|0.09079313278198242
3|19|89.0|0.03836178779602051
3|20|77.4|0.07027363777160645
3|21|83.3|0.06159615516662598
3|22|90.2|0.0619204044342041
3|23|76.9|0.08093786239624023
3|24|78.3|0.061506032943725586
3|25|92.3|0.055364131927490234
3|26|65.9|0.06763505935668945
3|27|80.0|0.04044461250305176
3|28|75.7|0.060057878494262695
3|29|77.1|0.037635087966918945
4|0|69.0|0.06063413619995117
4|1|77.6|0.041124820709228516
4|2|72.7|0.07537603378295898
4|3|79.0|0.0706634521484375
4|4|89.5|0.050978899002075195
4|5|73.2|0.0531771183013916
4|6|81.0|0.04256272315979004
4|7|65.7|0.07400250434875488
4|8|81.7|0.06509637832641602
4|9|90.7|0.044506072998046875
4|10|58.1|0.0580291748046875
4|11|97.8|0.05486416816711426
4|12|69.8|0.0643913745880127
4|13|82.4|0.03748893737792969
4|14|65.6|0.05496621131896973
4|15|84.4|0.042937517166137695
4|16|60.0|0.059653282165527344
4|17|83.7|0.0425868034362793
4|18|66.7|0.05783724784851074
4|19|81.2|0.04513716697692871
4|20|78.9|0.06913328170776367
4|21|80.0|0.06409740447998047
4|22|92.5|0.04267239570617676
4|23|66.7|0.056958675384521484
4|24|93.7|0.06066751480102539
4|25|80.0|0.06854701042175293
4|26|84.5|0.05398368835449219
4|27|88.6|0.05845952033996582
4|28|76.1|0.0542294979095459
4|29|93.0|0.058499813079833984
5|0|78.0|0.07171392440795898
5|1|91.5|0.04772233963012695
5|2|75.7|0.06994986534118652
5|3|84.7|0.06646609306335449
5|4|94.2|0.0476682186126709
5|5|64.1|0.05126309394836426
5|6|90.0|0.04232525825500488
5|7|66.7|0.08507847785949707
5|8|82.4|0.06678080558776855
5|9|94.1|0.0682687759399414
5|10|82.5|0.06744265556335449
5|11|80.0|0.07193493843078613
5|12|91.2|0.056990623474121094
5|13|81.6|0.06877279281616211
5|14|80.4|0.05634188652038574
5|15|91.1|0.052841901779174805
5|16|74.4|0.05417060852050781
5|17|90.7|0.06907248497009277
5|18|81.8|0.06594729423522949
5|19|79.2|0.044420719146728516
5|20|78.4|0.05137753486633301
5|21|76.2|0.042563438415527344
5|22|80.6|0.04923200607299805
5|23|78.9|0.055155038833618164
5|24|89.1|0.07036232948303223
5|25|83.6|0.06439948081970215
5|26|94.3|0.04883551597595215
5|27|73.7|0.05026555061340332
5|28|81.4|0.04283404350280762
5|29|67.6|0.04925704002380371
6|0|86.8|0.04563021659851074
6|1|69.4|0.048905134201049805
6|2|85.7|0.05655479431152344
6|3|83.0|0.07510590553283691
6|4|90.0|0.054102420806884766
6|5|90.7|0.05200934410095215
6|6|80.0|0.06327581405639648
6|7|90.2|0.0648508071899414
6|8|84.0|0.06510686874389648
6|9|90.9|0.0408015251159668
6|10|75.0|0.07366228103637695
6|11|86.4|0.0643775463104248
6|12|91.3|0.06063365936279297
6|13|83.3|0.0752413272857666
6|14|88.7|0.054230690002441406
6|15|88.6|0.0662844181060791
6|16|81.1|0.06493878364562988
6|17|82.7|0.0659029483795166
6|18|88.9|0.06626725196838379
6|19|87.5|0.0775454044342041
6|20|82.8|0.06775140762329102
6|21|88.7|0.05579233169555664
6|22|81.4|0.07009625434875488
6|23|89.5|0.05468344688415527
6|24|87.5|0.0619356632232666
6|25|80.4|0.07050323486328125
6|26|84.2|0.05826282501220703
6|27|87.0|0.06743884086608887
6|28|87.3|0.05120134353637695
6|29|85.7|0.04936933517456055
7|0|65.8|0.04260063171386719
7|1|83.9|0.05052328109741211
7|2|73.8|0.04518485069274902
7|3|79.5|0.0457763671875
7|4|76.3|0.041001319885253906
7|5|78.8|0.05931854248046875
7|6|80.0|0.06142711639404297
7|7|92.5|0.06275391578674316
7|8|72.0|0.058783769607543945
7|9|80.4|0.04546022415161133
7|10|71.8|0.058776140213012695
7|11|79.2|0.04620766639709473
7|12|75.0|0.05859255790710449
7|13|77.1|0.0444490909576416
7|14|77.5|0.06616568565368652
7|15|84.2|0.07890105247497559
7|16|90.6|0.0469515323638916
7|17|76.3|0.058470726013183594
7|18|83.7|0.0671539306640625
7|19|93.0|0.07968807220458984
7|20|88.2|0.07012128829956055
7|21|82.5|0.09338903427124023
7|22|84.4|0.08138656616210938
7|23|89.2|0.061124563217163086
7|24|88.0|0.07353997230529785
7|25|78.0|0.09600830078125
7|26|84.6|0.08312320709228516
7|27|89.1|0.06673789024353027
7|28|92.6|0.06761622428894043
7|29|78.6|0.08038496971130371
8|0|80.6|0.07497978210449219
8|1|86.9|0.05439949035644531
8|2|84.4|0.06002187728881836
8|3|77.1|0.043732404708862305
8|4|78.9|0.06257319450378418
8|5|69.4|0.052155494689941406
8|6|88.1|0.05020403861999512
8|7|66.7|0.06779289245605469
8|8|81.1|0.060843706130981445
8|9|80.9|0.05626082420349121
8|10|77.1|0.04668545722961426
8|11|76.3|0.06251049041748047
8|12|71.4|0.04544639587402344
8|13|86.1|0.05696988105773926
8|14|71.4|0.04929399490356445
8|15|90.0|0.0509638786315918
8|16|68.3|0.04736208915710449
8|17|86.8|0.05407595634460449
8|18|69.8|0.04293227195739746
8|19|86.1|0.06239581108093262
8|20|82.0|0.06367373466491699
8|21|84.9|0.04404711723327637
8|22|63.9|0.05844235420227051
8|23|85.1|0.045107126235961914
8|24|66.7|0.06174063682556152
8|25|84.0|0.04596447944641113
8|26|72.5|0.05715060234069824
8|27|82.6|0.04800009727478027
8|28|73.7|0.05671811103820801
8|29|75.6|0.048013925552368164
9|0|82.5|0.06595230102539062
9|1|80.8|0.0714411735534668
9|2|86.0|0.04666948318481445
9|3|69.2|0.0566716194152832
9|4|82.2|0.04658079147338867
9|5|68.6|0.059118032455444336
9|6|81.2|0.0502932071685791
9|7|78.6|0.055856943130493164
9|8|74.4|0.051103830337524414
9|9|86.0|0.05386710166931152
9|10|71.7|0.06576085090637207
9|11|90.7|0.07452964782714844
9|12|90.0|0.07025980949401855
9|13|82.1|0.06757736206054688
9|14|92.3|0.04340100288391113
9|15|66.7|0.059926509857177734
9|16|83.7|0.045105934143066406
9|17|71.1|0.05671262741088867
9|18|81.6|0.046887874603271484
9|19|81.6|0.06892013549804688
9|20|81.8|0.0700228214263916
9|21|84.2|0.045153141021728516
9|22|69.4|0.06695365905761719
9|23|79.2|0.04316592216491699
9|24|75.8|0.0570378303527832
9|25|79.5|0.043955087661743164
