DL,UL,Timestamp,content,A,B,C,D
0,5349.172,136,"Location[gps 40.165508,-88.261729 acc=17 et=+18h6m57s169ms alt=187.0 vel=31.0 bear=35.4 {Bundle[mParcelledData.dataSize=40]}]",17,187,31,35.4
4308.4434,5389.391,137,"Location[gps 40.167809,-88.259034 acc=10 et=+18h7m8s169ms alt=188.0 vel=31.0 bear=41.8 {Bundle[mParcelledData.dataSize=40]}]",10,188,31,41.8
6717.9907,5413.8145,138,"Location[gps 40.167809,-88.259034 acc=10 et=+18h7m8s169ms alt=188.0 vel=31.0 bear=41.8 {Bundle[mParcelledData.dataSize=40]}]",10,188,31,41.8
6977.275,4946.7847,139,"Location[gps 40.169254,-88.257350 acc=7 et=+18h7m15s190ms alt=192.0 vel=31.5 bear=40.1 {Bundle[mParcelledData.dataSize=40]}]",7,192,31.5,40.1
7119.3223,6360.1514,140,"Location[gps 40.170105,-88.256435 acc=5 et=+18h7m19s190ms alt=192.0 vel=31.25 bear=38.1 {Bundle[mParcelledData.dataSize=40]}]",5,192,31.25,38.1
7390.642,5789.8955,141,"Location[gps 40.171019,-88.255504 acc=5 et=+18h7m23s178ms alt=193.0 vel=31.5 bear=38.3 {Bundle[mParcelledData.dataSize=40]}]",5,193,31.5,38.3
8289.742,5398.8633,142,"Location[gps 40.171907,-88.254612 acc=10 et=+18h7m27s168ms alt=194.0 vel=31.5 bear=37.3 {Bundle[mParcelledData.dataSize=40]}]",10,194,31.5,37.3
8097.225,5743.502,143,"Location[gps 40.172797,-88.253673 acc=10 et=+18h7m31s170ms alt=194.0 vel=31.75 bear=38.4 {Bundle[mParcelledData.dataSize=40]}]",10,194,31.75,38.4
3647.8267,5496.8486,144,"Location[gps 40.173704,-88.252776 acc=11 et=+18h7m35s179ms alt=193.0 vel=32.0 bear=37.2 {Bundle[mParcelledData.dataSize=40]}]",11,193,32,37.2
6727.776,5904.358,145,"Location[gps 40.174591,-88.251845 acc=10 et=+18h7m39s169ms alt=193.0 vel=31.75 bear=37.8 {Bundle[mParcelledData.dataSize=40]}]",10,193,31.75,37.8
9114.386,5455.0156,146,"Location[gps 40.175497,-88.250961 acc=10 et=+18h7m43s168ms alt=194.0 vel=31.5 bear=37.0 {Bundle[mParcelledData.dataSize=40]}]",10,194,31.5,37
7136.9023,5706.919,147,"Location[gps 40.176391,-88.250054 acc=10 et=+18h7m47s169ms alt=196.0 vel=31.5 bear=37.9 {Bundle[mParcelledData.dataSize=40]}]",10,196,31.5,37.9
6685.596,5827.553,148,"Location[gps 40.177293,-88.249126 acc=10 et=+18h7m51s172ms alt=195.0 vel=31.75 bear=38.1 {Bundle[mParcelledData.dataSize=40]}]",10,195,31.75,38.1
8190.0884,5430.2197,149,"Location[gps 40.178217,-88.248194 acc=10 et=+18h7m55s169ms alt=192.0 vel=32.0 bear=37.2 {Bundle[mParcelledData.dataSize=40]}]",10,192,32,37.2
8032.58,6113.3394,150,"Location[gps 40.179120,-88.247296 acc=11 et=+18h7m59s169ms alt=194.0 vel=32.25 bear=37.3 {Bundle[mParcelledData.dataSize=40]}]",11,194,32.25,37.3
7160.1074,5333.252,151,"Location[gps 40.179993,-88.246375 acc=11 et=+18h8m3s173ms alt=195.0 vel=31.5 bear=37.8 {Bundle[mParcelledData.dataSize=40]}]",11,195,31.5,37.8
2712.6116,6104.2285,152,"Location[gps 40.180896,-88.245455 acc=10 et=+18h8m7s175ms alt=193.0 vel=31.5 bear=37.4 {Bundle[mParcelledData.dataSize=40]}]",10,193,31.5,37.4
4407.9937,5973.242,153,"Location[gps 40.181800,-88.244529 acc=11 et=+18h8m11s188ms alt=195.0 vel=32.0 bear=37.9 {Bundle[mParcelledData.dataSize=40]}]",11,195,32,37.9
6022.562,5069.2295,154,"Location[gps 40.182695,-88.243602 acc=10 et=+18h8m15s179ms alt=196.0 vel=31.5 bear=38.7 {Bundle[mParcelledData.dataSize=40]}]",10,196,31.5,38.7
4354.534,5846.567,155,"Location[gps 40.183599,-88.242717 acc=10 et=+18h8m19s174ms alt=190.0 vel=31.75 bear=38.0 {Bundle[mParcelledData.dataSize=40]}]",10,190,31.75,38
3654.918,6470.6753,156,"Location[gps 40.184524,-88.241800 acc=10 et=+18h8m23s169ms alt=190.0 vel=32.0 bear=37.9 {Bundle[mParcelledData.dataSize=40]}]",10,190,32,37.9
7844.451,5137.0454,157,"Location[gps 40.185445,-88.240858 acc=10 et=+18h8m27s170ms alt=191.0 vel=31.75 bear=37.5 {Bundle[mParcelledData.dataSize=40]}]",10,191,31.75,37.5
5478.68,5128.4697,158,"Location[gps 40.186309,-88.239979 acc=10 et=+18h8m31s177ms alt=191.0 vel=31.75 bear=37.3 {Bundle[mParcelledData.dataSize=40]}]",10,191,31.75,37.3
973.68243,4930.904,159,"Location[gps 40.187197,-88.239089 acc=10 et=+18h8m35s177ms alt=190.0 vel=31.5 bear=38.0 {Bundle[mParcelledData.dataSize=40]}]",10,190,31.5,38
5395.123,4647.4326,160,"Location[gps 40.188093,-88.238176 acc=9 et=+18h8m39s172ms alt=190.0 vel=32.0 bear=37.2 {Bundle[mParcelledData.dataSize=40]}]",9,190,32,37.2
3394.8887,6776.367,161,"Location[gps 40.189036,-88.237233 acc=10 et=+18h8m43s168ms alt=187.0 vel=32.0 bear=37.8 {Bundle[mParcelledData.dataSize=40]}]",10,187,32,37.8
3804.9736,5270.508,162,"Location[gps 40.189939,-88.236348 acc=10 et=+18h8m47s169ms alt=188.0 vel=32.0 bear=37.7 {Bundle[mParcelledData.dataSize=40]}]",10,188,32,37.7
6638.334,5149.3467,163,"Location[gps 40.190850,-88.235423 acc=11 et=+18h8m51s169ms alt=187.0 vel=32.0 bear=38.3 {Bundle[mParcelledData.dataSize=40]}]",11,187,32,38.3
0,5617.469,164,"Location[gps 40.191733,-88.234506 acc=10 et=+18h8m55s172ms alt=188.0 vel=32.0 bear=37.3 {Bundle[mParcelledData.dataSize=40]}]",10,188,32,37.3
4464.7856,6177.885,165,"Location[gps 40.192687,-88.233563 acc=13 et=+18h8m59s176ms alt=189.0 vel=32.25 bear=37.6 {Bundle[mParcelledData.dataSize=40]}]",13,189,32.25,37.6
7883.218,5914.101,166,"Location[gps 40.193550,-88.232610 acc=12 et=+18h9m3s167ms alt=190.0 vel=32.25 bear=37.8 {Bundle[mParcelledData.dataSize=40]}]",12,190,32.25,37.8
7524.8467,5652.9106,167,"Location[gps 40.194504,-88.231666 acc=13 et=+18h9m7s168ms alt=190.0 vel=32.25 bear=37.2 {Bundle[mParcelledData.dataSize=40]}]",13,190,32.25,37.2
7660.357,6205.966,168,"Location[gps 40.195411,-88.230857 acc=14 et=+18h9m11s167ms alt=182.0 vel=31.5 bear=37.4 {Bundle[mParcelledData.dataSize=40]}]",14,182,31.5,37.4
2541.546,6849.394,169,"Location[gps 40.196347,-88.229936 acc=12 et=+18h9m15s168ms alt=184.0 vel=32.0 bear=37.9 {Bundle[mParcelledData.dataSize=40]}]",12,184,32,37.9
7930.8486,5513.762,170,"Location[gps 40.198203,-88.228002 acc=13 et=+18h9m23s173ms alt=182.0 vel=32.75 bear=38.7 {Bundle[mParcelledData.dataSize=40]}]",13,182,32.75,38.7
6850.9688,5827.553,171,"Location[gps 40.199071,-88.227076 acc=13 et=+18h9m27s171ms alt=187.0 vel=32.0 bear=38.3 {Bundle[mParcelledData.dataSize=40]}]",13,187,32,38.3
6942.443,5923.8765,172,"Location[gps 40.199946,-88.226140 acc=14 et=+18h9m31s176ms alt=194.0 vel=31.5 bear=38.2 {Bundle[mParcelledData.dataSize=40]}]",14,194,31.5,38.2
7986.1973,5993.2197,173,"Location[gps 40.200877,-88.225269 acc=14 et=+18h9m35s181ms alt=191.0 vel=32.25 bear=37.4 {Bundle[mParcelledData.dataSize=40]}]",14,191,32.25,37.4
4186.1875,6725.6772,174,"Location[gps 40.201748,-88.224350 acc=13 et=+18h9m39s198ms alt=189.0 vel=32.0 bear=38.1 {Bundle[mParcelledData.dataSize=40]}]",13,189,32,38.1
0,6122.4775,175,"Location[gps 40.202633,-88.223409 acc=12 et=+18h9m43s172ms alt=185.0 vel=32.0 bear=37.9 {Bundle[mParcelledData.dataSize=40]}]",12,185,32,37.9
0,5933.6846,176,"Location[gps 40.203647,-88.222460 acc=13 et=+18h9m47s167ms alt=185.0 vel=33.25 bear=37.1 {Bundle[mParcelledData.dataSize=40]}]",13,185,33.25,37.1
5633.6484,6532.596,177,"Location[gps 40.204540,-88.221566 acc=13 et=+18h9m51s176ms alt=185.0 vel=31.75 bear=37.9 {Bundle[mParcelledData.dataSize=40]}]",13,185,31.75,37.9
7400.1685,6638.4727,178,"Location[gps 40.205315,-88.220675 acc=14 et=+18h9m55s173ms alt=185.0 vel=30.0 bear=38.8 {Bundle[mParcelledData.dataSize=40]}]",14,185,30,38.8
6934.891,4089.3945,179,"Location[gps 40.206245,-88.219744 acc=13 et=+18h9m59s176ms alt=183.0 vel=31.25 bear=38.0 {Bundle[mParcelledData.dataSize=40]}]",13,183,31.25,38
2484.0015,5875.32,180,"Location[gps 40.207221,-88.218770 acc=12 et=+18h10m3s169ms alt=181.0 vel=31.75 bear=38.7 {Bundle[mParcelledData.dataSize=40]}]",12,181,31.75,38.7
4567.447,4755.345,181,"Location[gps 40.208178,-88.217829 acc=13 et=+18h10m7s178ms alt=182.0 vel=32.75 bear=37.2 {Bundle[mParcelledData.dataSize=40]}]",13,182,32.75,37.2
3075.9832,5894.647,182,"Location[gps 40.209152,-88.216890 acc=13 et=+18h10m11s168ms alt=186.0 vel=32.5 bear=37.1 {Bundle[mParcelledData.dataSize=40]}]",13,186,32.5,37.1
6964.8213,5617.469,183,"Location[gps 40.210082,-88.215971 acc=12 et=+18h10m15s175ms alt=185.0 vel=32.5 bear=37.4 {Bundle[mParcelledData.dataSize=40]}]",12,185,32.5,37.4
7149.1973,5325.3276,184,"Location[gps 40.210999,-88.215013 acc=11 et=+18h10m19s169ms alt=188.0 vel=32.0 bear=38.3 {Bundle[mParcelledData.dataSize=40]}]",11,188,32,38.3
6459.805,4762.7183,185,"Location[gps 40.211896,-88.214116 acc=11 et=+18h10m23s167ms alt=186.0 vel=32.25 bear=37.6 {Bundle[mParcelledData.dataSize=40]}]",11,186,32.25,37.6
2605.2522,5011.343,186,"Location[gps 40.212820,-88.213222 acc=12 et=+18h10m27s185ms alt=187.0 vel=32.0 bear=37.4 {Bundle[mParcelledData.dataSize=40]}]",12,187,32,37.4
4544.951,4169.3174,187,"Location[gps 40.213752,-88.212264 acc=11 et=+18h10m31s168ms alt=185.0 vel=32.0 bear=37.6 {Bundle[mParcelledData.dataSize=40]}]",11,185,32,37.6
3460.8643,3890.518,188,"Location[gps 40.214685,-88.211313 acc=13 et=+18h10m35s168ms alt=186.0 vel=32.5 bear=37.8 {Bundle[mParcelledData.dataSize=40]}]",13,186,32.5,37.8
2267.6758,5513.762,189,"Location[gps 40.215617,-88.210406 acc=12 et=+18h10m39s168ms alt=187.0 vel=32.0 bear=36.7 {Bundle[mParcelledData.dataSize=40]}]",12,187,32,36.7
3546.418,5206.7007,190,"Location[gps 40.216507,-88.209489 acc=11 et=+18h10m43s167ms alt=186.0 vel=32.25 bear=37.4 {Bundle[mParcelledData.dataSize=40]}]",11,186,32.25,37.4
2200.5916,5636.611,191,"Location[gps 40.217468,-88.208571 acc=12 et=+18h10m47s168ms alt=184.0 vel=32.25 bear=36.8 {Bundle[mParcelledData.dataSize=40]}]",12,184,32.25,36.8
4752.783,4680.002,192,"Location[gps 40.218315,-88.207610 acc=14 et=+18h10m51s180ms alt=187.0 vel=32.0 bear=38.9 {Bundle[mParcelledData.dataSize=40]}]",14,187,32,38.9
5322.861,5930.411,193,"Location[gps 40.219189,-88.206715 acc=13 et=+18h10m55s180ms alt=191.0 vel=31.5 bear=39.1 {Bundle[mParcelledData.dataSize=40]}]",13,191,31.5,39.1
243.05428,5930.411,194,"Location[gps 40.220123,-88.205794 acc=13 et=+18h10m59s191ms alt=191.0 vel=32.0 bear=35.7 {Bundle[mParcelledData.dataSize=40]}]",13,191,32,35.7
2960.6917,5427.479,195,"Location[gps 40.221141,-88.205042 acc=12 et=+18h11m3s169ms alt=189.0 vel=32.25 bear=31.9 {Bundle[mParcelledData.dataSize=40]}]",12,189,32.25,31.9
6229.052,5289.1753,196,"Location[gps 40.222170,-88.204220 acc=15 et=+18h11m7s169ms alt=188.0 vel=31.75 bear=32.4 {Bundle[mParcelledData.dataSize=40]}]",15,188,31.75,32.4
5430.4365,5296.471,197,"Location[gps 40.223216,-88.203586 acc=15 et=+18h11m11s183ms alt=188.0 vel=32.25 bear=26.1 {Bundle[mParcelledData.dataSize=40]}]",15,188,32.25,26.1
5953.9727,6011.6504,198,"Location[gps 40.224230,-88.203184 acc=15 et=+18h11m15s170ms alt=182.0 vel=30.0 bear=19.0 {Bundle[mParcelledData.dataSize=40]}]",15,182,30,19
6255.7285,5873.7153,199,"Location[gps 40.225342,-88.202547 acc=11 et=+18h11m19s180ms alt=183.0 vel=32.0 bear=18.9 {Bundle[mParcelledData.dataSize=40]}]",11,183,32,18.9
1154.8955,6413.263,200,"Location[gps 40.226462,-88.202059 acc=10 et=+18h11m23s168ms alt=182.0 vel=32.0 bear=17.6 {Bundle[mParcelledData.dataSize=40]}]",10,182,32,17.6
3988.5784,5140.484,201,"Location[gps 40.227565,-88.201586 acc=10 et=+18h11m27s178ms alt=183.0 vel=32.25 bear=17.7 {Bundle[mParcelledData.dataSize=40]}]",10,183,32.25,17.7
4529.315,5039.293,202,"Location[gps 40.228645,-88.201130 acc=10 et=+18h11m31s179ms alt=185.0 vel=32.0 bear=17.7 {Bundle[mParcelledData.dataSize=40]}]",10,185,32,17.7
3374.0469,4714.477,203,"Location[gps 40.229742,-88.200659 acc=9 et=+18h11m35s171ms alt=182.0 vel=32.25 bear=17.2 {Bundle[mParcelledData.dataSize=40]}]",9,182,32.25,17.2
3664.0168,5595.543,204,"Location[gps 40.230877,-88.200194 acc=10 et=+18h11m39s178ms alt=183.0 vel=32.0 bear=17.8 {Bundle[mParcelledData.dataSize=40]}]",10,183,32,17.8
2801.1082,5907.6025,205,"Location[gps 40.231963,-88.199735 acc=10 et=+18h11m43s180ms alt=185.0 vel=32.5 bear=17.9 {Bundle[mParcelledData.dataSize=40]}]",10,185,32.5,17.9
759.23566,5731.256,206,"Location[gps 40.233092,-88.199296 acc=10 et=+18h11m47s177ms alt=183.0 vel=32.5 bear=17.3 {Bundle[mParcelledData.dataSize=40]}]",10,183,32.5,17.3
3276.1592,4894.7627,207,"Location[gps 40.234229,-88.198822 acc=10 et=+18h11m51s169ms alt=183.0 vel=32.75 bear=17.4 {Bundle[mParcelledData.dataSize=40]}]",10,183,32.75,17.4
2286.859,4604.246,208,"Location[gps 40.235366,-88.198358 acc=10 et=+18h11m55s183ms alt=184.0 vel=32.5 bear=17.5 {Bundle[mParcelledData.dataSize=40]}]",10,184,32.5,17.5
4571.253,4579.5366,209,"Location[gps 40.236472,-88.197904 acc=11 et=+18h11m59s168ms alt=185.0 vel=32.25 bear=17.0 {Bundle[mParcelledData.dataSize=40]}]",11,185,32.25,17
0,6180.992,210,"Location[gps 40.237875,-88.197321 acc=10 et=+18h12m4s169ms alt=184.0 vel=33.0 bear=17.1 {Bundle[mParcelledData.dataSize=40]}]",10,184,33,17.1
4730.015,5342.5273,211,"Location[gps 40.239002,-88.196845 acc=11 et=+18h12m8s179ms alt=185.0 vel=32.75 bear=17.8 {Bundle[mParcelledData.dataSize=40]}]",11,185,32.75,17.8
97.09473,3999.939,212,"Location[gps 40.240146,-88.196395 acc=10 et=+18h12m12s166ms alt=182.0 vel=32.75 bear=17.5 {Bundle[mParcelledData.dataSize=40]}]",10,182,32.75,17.5
97.09473,3999.939,213,"Location[gps 40.240146,-88.196395 acc=10 et=+18h12m12s166ms alt=182.0 vel=32.75 bear=17.5 {Bundle[mParcelledData.dataSize=40]}]",10,182,32.75,17.5
97.09473,3999.939,214,"Location[gps 40.242096,-88.195600 acc=10 et=+18h12m19s167ms alt=183.0 vel=32.75 bear=17.9 {Bundle[mParcelledData.dataSize=40]}]",10,183,32.75,17.9
97.09473,3999.939,215,"Location[gps 40.243213,-88.195129 acc=10 et=+18h12m23s166ms alt=181.0 vel=32.5 bear=17.7 {Bundle[mParcelledData.dataSize=40]}]",10,181,32.5,17.7
97.09473,3999.939,216,"Location[gps 40.244365,-88.194647 acc=10 et=+18h12m27s167ms alt=182.0 vel=32.75 bear=17.1 {Bundle[mParcelledData.dataSize=40]}]",10,182,32.75,17.1
97.09473,3999.939,217,"Location[gps 40.245462,-88.194183 acc=9 et=+18h12m31s166ms alt=184.0 vel=32.5 bear=18.0 {Bundle[mParcelledData.dataSize=40]}]",9,184,32.5,18
97.09473,3999.939,218,"Location[gps 40.246594,-88.193734 acc=10 et=+18h12m35s167ms alt=186.0 vel=32.25 bear=17.9 {Bundle[mParcelledData.dataSize=40]}]",10,186,32.25,17.9
0,0,219,"Location[gps 40.248543,-88.192948 acc=15 et=+18h12m42s167ms alt=184.0 vel=32.0 bear=18.0 {Bundle[mParcelledData.dataSize=40]}]",15,184,32,18
60.42505,0,220,"Location[gps 40.250863,-88.192046 acc=17 et=+18h12m50s168ms alt=179.0 vel=34.75 bear=17.2 {Bundle[mParcelledData.dataSize=40]}]",17,179,34.75,17.2
0,0,221,"Location[gps 40.252235,-88.191413 acc=14 et=+18h12m55s166ms alt=180.0 vel=32.25 bear=17.4 {Bundle[mParcelledData.dataSize=40]}]",14,180,32.25,17.4
0,0,222,"Location[gps 40.254285,-88.190583 acc=16 et=+18h13m2s166ms alt=176.0 vel=34.25 bear=14.7 {Bundle[mParcelledData.dataSize=40]}]",16,176,34.25,14.7
0,0,223,"Location[gps 40.255753,-88.189957 acc=13 et=+18h13m8s169ms alt=174.0 vel=31.75 bear=17.6 {Bundle[mParcelledData.dataSize=40]}]",13,174,31.75,17.6
24.092178,0,224,"Location[gps 40.257376,-88.189206 acc=14 et=+18h13m14s167ms alt=174.0 vel=32.5 bear=18.8 {Bundle[mParcelledData.dataSize=40]}]",14,174,32.5,18.8
93.64224,0,225,"Location[gps 40.259111,-88.188531 acc=16 et=+18h13m20s167ms alt=178.0 vel=32.75 bear=16.4 {Bundle[mParcelledData.dataSize=40]}]",16,178,32.75,16.4
237.3121,958.7869,226,"Location[gps 40.259111,-88.188531 acc=16 et=+18h13m20s167ms alt=178.0 vel=32.75 bear=16.4 {Bundle[mParcelledData.dataSize=40]}]",16,178,32.75,16.4
180.75323,4224.358,227,"Location[gps 40.260809,-88.187917 acc=12 et=+18h13m26s167ms alt=186.0 vel=32.25 bear=17.7 {Bundle[mParcelledData.dataSize=40]}]",12,186,32.25,17.7
350.24127,975.22327,228,"Location[gps 40.262992,-88.187066 acc=14 et=+18h13m34s166ms alt=185.0 vel=32.25 bear=15.3 {Bundle[mParcelledData.dataSize=40]}]",14,185,32.25,15.3
251.40092,4224.358,229,"Location[gps 40.262992,-88.187066 acc=14 et=+18h13m34s166ms alt=185.0 vel=32.25 bear=15.3 {Bundle[mParcelledData.dataSize=40]}]",14,185,32.25,15.3
521.77386,946.3811,230,"Location[gps 40.265389,-88.185936 acc=12 et=+18h13m43s166ms alt=193.0 vel=31.75 bear=19.1 {Bundle[mParcelledData.dataSize=40]}]",12,193,31.75,19.1
56.338993,960.58575,231,"Location[gps 40.265389,-88.185936 acc=12 et=+18h13m43s166ms alt=193.0 vel=31.75 bear=19.1 {Bundle[mParcelledData.dataSize=40]}]",12,193,31.75,19.1
21.889156,1071.1134,232,"Location[gps 40.267302,-88.185186 acc=12 et=+18h13m50s170ms alt=192.0 vel=32.25 bear=17.9 {Bundle[mParcelledData.dataSize=40]}]",12,192,32.25,17.9
380.50308,1155.7386,233,"Location[gps 40.268390,-88.184768 acc=12 et=+18h13m54s168ms alt=193.0 vel=32.0 bear=16.9 {Bundle[mParcelledData.dataSize=40]}]",12,193,32,16.9
421.37296,1110.6122,234,"Location[gps 40.269567,-88.184324 acc=12 et=+18h13m58s166ms alt=192.0 vel=32.75 bear=14.6 {Bundle[mParcelledData.dataSize=40]}]",12,192,32.75,14.6
726.17145,1098.6957,235,"Location[gps 40.270643,-88.183985 acc=11 et=+18h14m2s174ms alt=197.0 vel=31.25 bear=13.0 {Bundle[mParcelledData.dataSize=40]}]",11,197,31.25,13
0,1047.0188,236,"Location[gps 40.271769,-88.183681 acc=11 et=+18h14m6s167ms alt=194.0 vel=31.5 bear=9.2 {Bundle[mParcelledData.dataSize=40]}]",11,194,31.5,9.2
0,967.8492,237,"Location[gps 40.272871,-88.183509 acc=10 et=+18h14m10s176ms alt=195.0 vel=32.25 bear=5.8 {Bundle[mParcelledData.dataSize=40]}]",10,195,32.25,5.8
463.81534,2844.401,238,"Location[gps 40.274022,-88.183407 acc=10 et=+18h14m14s167ms alt=196.0 vel=31.75 bear=2.4 {Bundle[mParcelledData.dataSize=40]}]",10,196,31.75,2.4
299.84015,4224.358,239,"Location[gps 40.275141,-88.183399 acc=10 et=+18h14m18s178ms alt=194.0 vel=31.75 bear=359.8 {Bundle[mParcelledData.dataSize=40]}]",10,194,31.75,359.8
33.55447,0,240,"Location[gps 40.278585,-88.183424 acc=15 et=+18h14m30s166ms alt=197.0 vel=32.0 bear=358.5 {Bundle[mParcelledData.dataSize=40]}]",15,197,32,358.5
0,982.7105,241,"Location[gps 40.278585,-88.183424 acc=15 et=+18h14m30s166ms alt=197.0 vel=32.0 bear=358.5 {Bundle[mParcelledData.dataSize=40]}]",15,197,32,358.5
0,1060.0253,242,"Location[gps 40.280434,-88.183637 acc=14 et=+18h14m36s166ms alt=199.0 vel=33.5 bear=356.1 {Bundle[mParcelledData.dataSize=40]}]",14,199,33.5,356.1
127.931946,1062.2245,243,"Location[gps 40.281544,-88.183534 acc=12 et=+18h14m40s177ms alt=202.0 vel=32.25 bear=0.3 {Bundle[mParcelledData.dataSize=40]}]",12,202,32.25,0.3
157.33318,0,244,"Location[gps 40.282705,-88.183543 acc=10 et=+18h14m44s168ms alt=203.0 vel=32.25 bear=359.4 {Bundle[mParcelledData.dataSize=40]}]",10,203,32.25,359.4
207.73036,2124.449,245,"Location[gps 40.283855,-88.183532 acc=10 et=+18h14m48s175ms alt=204.0 vel=32.0 bear=359.6 {Bundle[mParcelledData.dataSize=40]}]",10,204,32,359.6
424.31372,3535.857667,246,"Location[gps 40.285020,-88.183569 acc=10 et=+18h14m52s177ms alt=202.0 vel=32.25 bear=359.4 {Bundle[mParcelledData.dataSize=40]}]",10,202,32.25,359.4
0,924.1736,247,"Location[gps 40.287361,-88.183602 acc=13 et=+18h15m0s166ms alt=199.0 vel=32.75 bear=0.4 {Bundle[mParcelledData.dataSize=40]}]",13,199,32.75,0.4
349.05383,4266.6015,248,"Location[gps 40.287361,-88.183602 acc=13 et=+18h15m0s166ms alt=199.0 vel=32.75 bear=0.4 {Bundle[mParcelledData.dataSize=40]}]",13,199,32.75,0.4
98.63045,866.315,249,"Location[gps 40.290633,-88.183688 acc=12 et=+18h15m11s166ms alt=193.0 vel=33.5 bear=357.8 {Bundle[mParcelledData.dataSize=40]}]",12,193,33.5,357.8
226.85344,1296.1827,250,"Location[gps 40.290633,-88.183688 acc=12 et=+18h15m11s166ms alt=193.0 vel=33.5 bear=357.8 {Bundle[mParcelledData.dataSize=40]}]",12,193,33.5,357.8
321.6203,4201.249,251,"Location[gps 40.292703,-88.183678 acc=11 et=+18h15m18s173ms alt=188.0 vel=32.25 bear=358.7 {Bundle[mParcelledData.dataSize=40]}]",11,188,32.25,358.7
32.96515,1001.9417,252,"Location[gps 40.296157,-88.183678 acc=12 et=+18h15m30s165ms alt=206.0 vel=32.75 bear=358.3 {Bundle[mParcelledData.dataSize=40]}]",12,206,32.75,358.3
172.21391,887.3348,253,"Location[gps 40.298229,-88.183673 acc=12 et=+18h15m37s165ms alt=195.0 vel=31.5 bear=0.4 {Bundle[mParcelledData.dataSize=40]}]",12,195,31.5,0.4
264.2995,958.7869,254,"Location[gps 40.298229,-88.183673 acc=12 et=+18h15m37s165ms alt=195.0 vel=31.5 bear=0.4 {Bundle[mParcelledData.dataSize=40]}]",12,195,31.5,0.4
492.8574,2680.5874,255,"Location[gps 40.300285,-88.183661 acc=4 et=+18h15m44s184ms alt=194.0 vel=32.5 bear=359.3 {Bundle[mParcelledData.dataSize=40]}]",4,194,32.5,359.3
170.28998,992.233,256,"Location[gps 40.301468,-88.183684 acc=4 et=+18h15m48s170ms alt=192.0 vel=32.5 bear=359.5 {Bundle[mParcelledData.dataSize=40]}]",4,192,32.5,359.5
248.63872,1961.6559,257,"Location[gps 40.302637,-88.183712 acc=4 et=+18h15m52s173ms alt=192.0 vel=32.5 bear=359.4 {Bundle[mParcelledData.dataSize=40]}]",4,192,32.5,359.4
673.1393,4285.649,258,"Location[gps 40.303811,-88.183737 acc=6 et=+18h15m56s167ms alt=192.0 vel=32.5 bear=359.3 {Bundle[mParcelledData.dataSize=40]}]",6,192,32.5,359.3
0,967.8492,259,"Location[gps 40.305587,-88.183785 acc=8 et=+18h16m2s772ms alt=193.0 vel=32.75 bear=359.1 {Bundle[mParcelledData.dataSize=40]}]",8,193,32.75,359.1
220.29767,1132.7261,260,"Location[gps 40.305587,-88.183785 acc=8 et=+18h16m2s772ms alt=193.0 vel=32.75 bear=359.1 {Bundle[mParcelledData.dataSize=40]}]",8,193,32.75,359.1
466.9398,1019.9048,261,"Location[gps 40.307910,-88.183835 acc=4 et=+18h16m10s169ms alt=191.0 vel=32.5 bear=0.0 {Bundle[mParcelledData.dataSize=40]}]",4,191,32.5,0
300.03564,1047.0188,262,"Location[gps 40.309090,-88.183872 acc=4 et=+18h16m14s166ms alt=191.0 vel=32.75 bear=359.2 {Bundle[mParcelledData.dataSize=40]}]",4,191,32.75,359.2
382.17828,951.6584,263,"Location[gps 40.310255,-88.183922 acc=4 et=+18h16m18s166ms alt=195.0 vel=32.75 bear=359.2 {Bundle[mParcelledData.dataSize=40]}]",4,195,32.75,359.2
538.13574,996.09375,264,"Location[gps 40.311452,-88.183905 acc=4 et=+18h16m22s178ms alt=191.0 vel=32.75 bear=359.7 {Bundle[mParcelledData.dataSize=40]}]",4,191,32.75,359.7
364.33734,971.52216,265,"Location[gps 40.312613,-88.183904 acc=5 et=+18h16m26s175ms alt=186.0 vel=33.0 bear=359.5 {Bundle[mParcelledData.dataSize=40]}]",5,186,33,359.5
690.8618,984.6004,266,"Location[gps 40.313805,-88.183893 acc=5 et=+18h16m30s180ms alt=187.0 vel=32.25 bear=1.0 {Bundle[mParcelledData.dataSize=40]}]",5,187,32.25,1
262.67062,0,267,"Location[gps 40.314938,-88.183744 acc=5 et=+18h16m34s167ms alt=186.0 vel=32.25 bear=6.2 {Bundle[mParcelledData.dataSize=40]}]",5,186,32.25,6.2
670.7525,925.84485,268,"Location[gps 40.316119,-88.183486 acc=5 et=+18h16m38s172ms alt=189.0 vel=32.5 bear=10.4 {Bundle[mParcelledData.dataSize=40]}]",5,189,32.5,10.4
381.72922,2151.2275,269,"Location[gps 40.317233,-88.183148 acc=5 et=+18h16m42s169ms alt=191.0 vel=32.0 bear=14.6 {Bundle[mParcelledData.dataSize=40]}]",5,191,32,14.6
468.87668,1028.0968,270,"Location[gps 40.318345,-88.182690 acc=5 et=+18h16m46s183ms alt=193.0 vel=32.25 bear=18.9 {Bundle[mParcelledData.dataSize=40]}]",5,193,32.25,18.9
1319.5538,992.233,271,"Location[gps 40.319428,-88.182164 acc=6 et=+18h16m50s173ms alt=193.0 vel=32.5 bear=23.0 {Bundle[mParcelledData.dataSize=40]}]",6,193,32.5,23
