DL,UL,Timestamp,content,A,B,C,D
695.4916,1251.8146,272,"Location[gps 40.320522,-88.181531 acc=10 et=+18h16m54s174ms alt=190.0 vel=32.75 bear=25.6 {Bundle[mParcelledData.dataSize=40]}]",10,190,32.75,25.6
1223.9962,1147.9645,273,"Location[gps 40.321539,-88.180721 acc=7 et=+18h16m58s174ms alt=188.0 vel=32.75 bear=31.2 {Bundle[mParcelledData.dataSize=40]}]",7,188,32.75,31.2
633.1303,941.16205,274,"Location[gps 40.322544,-88.179878 acc=11 et=+18h17m2s167ms alt=190.0 vel=32.75 bear=31.6 {Bundle[mParcelledData.dataSize=40]}]",11,190,32.75,31.6
680.7895,1257.9661,275,"Location[gps 40.323529,-88.179065 acc=11 et=+18h17m6s173ms alt=190.0 vel=33.0 bear=31.4 {Bundle[mParcelledData.dataSize=40]}]",11,190,33,31.4
0,1030.1654,276,"Location[gps 40.324548,-88.178220 acc=11 et=+18h17m10s174ms alt=192.0 vel=32.75 bear=31.9 {Bundle[mParcelledData.dataSize=40]}]",11,192,32.75,31.9
1018.3986,1062.2245,277,"Location[gps 40.325526,-88.177480 acc=10 et=+18h17m14s166ms alt=192.0 vel=32.25 bear=31.4 {Bundle[mParcelledData.dataSize=40]}]",10,192,32.25,31.4
305.17465,1706.6405,278,"Location[gps 40.326561,-88.176702 acc=11 et=+18h17m18s173ms alt=192.0 vel=32.5 bear=31.5 {Bundle[mParcelledData.dataSize=40]}]",11,192,32.5,31.5
851.37384,914.2718,279,"Location[gps 40.327521,-88.175929 acc=10 et=+18h17m22s166ms alt=192.0 vel=32.5 bear=30.7 {Bundle[mParcelledData.dataSize=40]}]",10,192,32.5,30.7
1934.0345,1087.0322,280,"Location[gps 40.328530,-88.175108 acc=10 et=+18h17m26s169ms alt=191.0 vel=32.5 bear=31.2 {Bundle[mParcelledData.dataSize=40]}]",10,191,32.5,31.2
1303.8589,956.9947,281,"Location[gps 40.329530,-88.174358 acc=10 et=+18h17m30s166ms alt=190.0 vel=32.5 bear=30.9 {Bundle[mParcelledData.dataSize=40]}]",10,190,32.5,30.9
422.60236,969.6822,282,"Location[gps 40.330564,-88.173547 acc=10 et=+18h17m34s165ms alt=190.0 vel=32.5 bear=30.8 {Bundle[mParcelledData.dataSize=40]}]",10,190,32.5,30.8
957.50244,927.5221,283,"Location[gps 40.331527,-88.172740 acc=12 et=+18h17m38s174ms alt=191.0 vel=32.5 bear=31.7 {Bundle[mParcelledData.dataSize=40]}]",12,191,32.5,31.7
1609.1019,4329.1335,284,"Location[gps 40.332540,-88.171970 acc=13 et=+18h17m42s173ms alt=189.0 vel=32.0 bear=30.8 {Bundle[mParcelledData.dataSize=40]}]",13,189,32,30.8
580.8169,1064.4329,285,"Location[gps 40.332540,-88.171970 acc=13 et=+18h17m42s173ms alt=189.0 vel=32.0 bear=30.8 {Bundle[mParcelledData.dataSize=40]}]",13,189,32,30.8
1236.858,1003.90625,286,"Location[gps 40.335328,-88.169724 acc=15 et=+18h17m53s167ms alt=186.0 vel=33.25 bear=31.0 {Bundle[mParcelledData.dataSize=40]}]",15,186,33.25,31
1399.7927,1028.0968,287,"Location[gps 40.336659,-88.168928 acc=15 et=+18h17m58s168ms alt=185.0 vel=32.5 bear=25.1 {Bundle[mParcelledData.dataSize=40]}]",15,185,32.5,25.1
0,980.82794,288,"Location[gps 40.338596,-88.167225 acc=15 et=+18h18m6s166ms alt=185.0 vel=32.25 bear=31.3 {Bundle[mParcelledData.dataSize=40]}]",15,185,32.25,31.3
0,0,289,"Location[gps 40.338596,-88.167225 acc=15 et=+18h18m6s166ms alt=185.0 vel=32.25 bear=31.3 {Bundle[mParcelledData.dataSize=40]}]",15,185,32.25,31.3
1762.2866,939.4352,290,"Location[gps 40.340106,-88.166068 acc=11 et=+18h18m12s164ms alt=183.0 vel=32.75 bear=30.5 {Bundle[mParcelledData.dataSize=40]}]",11,183,32.75,30.5
624.565,992.233,291,"Location[gps 40.341091,-88.165287 acc=12 et=+18h18m16s166ms alt=185.0 vel=32.25 bear=31.1 {Bundle[mParcelledData.dataSize=40]}]",12,185,32.25,31.1
1683.4149,1030.1654,292,"Location[gps 40.342093,-88.164444 acc=12 et=+18h18m20s166ms alt=187.0 vel=32.75 bear=31.3 {Bundle[mParcelledData.dataSize=40]}]",12,187,32.75,31.3
1935.5377,1062.2245,293,"Location[gps 40.343051,-88.163714 acc=12 et=+18h18m24s165ms alt=187.0 vel=32.5 bear=31.6 {Bundle[mParcelledData.dataSize=40]}]",12,187,32.5,31.6
1905.3334,1013.84595,294,"Location[gps 40.344040,-88.162963 acc=11 et=+18h18m28s165ms alt=187.0 vel=32.25 bear=31.7 {Bundle[mParcelledData.dataSize=40]}]",11,187,32.25,31.7
1925.9677,911.0182,295,"Location[gps 40.345063,-88.162188 acc=11 et=+18h18m32s166ms alt=187.0 vel=32.5 bear=30.9 {Bundle[mParcelledData.dataSize=40]}]",11,187,32.5,30.9
826.6331,971.52216,296,"Location[gps 40.346117,-88.161386 acc=10 et=+18h18m36s166ms alt=194.0 vel=32.75 bear=31.2 {Bundle[mParcelledData.dataSize=40]}]",10,194,32.75,31.2
0,0,297,"Location[gps 40.347089,-88.160590 acc=11 et=+18h18m40s164ms alt=196.0 vel=32.5 bear=31.0 {Bundle[mParcelledData.dataSize=40]}]",11,196,32.5,31
1652.2642,1098.6957,298,"Location[gps 40.348035,-88.159821 acc=13 et=+18h18m44s169ms alt=196.0 vel=31.75 bear=31.6 {Bundle[mParcelledData.dataSize=40]}]",13,196,31.75,31.6
1652.4348,1130.2256,299,"Location[gps 40.349012,-88.158984 acc=13 et=+18h18m48s175ms alt=194.0 vel=32.25 bear=31.4 {Bundle[mParcelledData.dataSize=40]}]",13,194,32.25,31.4
1049.537,1066.6504,300,"Location[gps 40.350092,-88.158166 acc=13 et=+18h18m52s177ms alt=194.0 vel=32.75 bear=30.8 {Bundle[mParcelledData.dataSize=40]}]",13,194,32.75,30.8
682.3967,1011.8423,301,"Location[gps 40.352081,-88.156555 acc=13 et=+18h19m0s174ms alt=196.0 vel=32.25 bear=30.8 {Bundle[mParcelledData.dataSize=40]}]",13,196,32.25,30.8
0,936.00037,302,"Location[gps 40.355082,-88.154020 acc=12 et=+18h19m11s165ms alt=205.0 vel=32.784332 bear=31.3 {Bundle[mParcelledData.dataSize=40]}]",12,205,32.784332,31.3
1370.2743,1091.6677,303,"Location[gps 40.355082,-88.154020 acc=12 et=+18h19m11s165ms alt=205.0 vel=32.684530 bear=31.3 {Bundle[mParcelledData.dataSize=40]}]",12,205,32.68453,31.3
1899.6589,1062.2245,304,"Location[gps 40.356342,-88.153178 acc=5 et=+18h19m17s181ms alt=209.0 vel=32.284866 bear=30.7 {Bundle[mParcelledData.dataSize=40]}]",5,209,32.284866,30.7
1079.266,1030.1654,305,"Location[gps 40.357342,-88.152355 acc=6 et=+18h19m21s164ms alt=207.0 vel=33.283817 bear=30.7 {Bundle[mParcelledData.dataSize=40]}]",6,207,33.283817,30.7
527.4393,881.2258,306,"Location[gps 40.359290,-88.150837 acc=9 et=+18h19m29s483ms alt=206.0 vel=33.25 bear=30.4 {Bundle[mParcelledData.dataSize=40]}]",9,206,33.25,30.4
1541.9171,925.84485,307,"Location[gps 40.359290,-88.150837 acc=9 et=+18h19m29s483ms alt=206.0 vel=33.25 bear=30.4 {Bundle[mParcelledData.dataSize=40]}]",9,206,33.25,30.4
1379.4606,942.8954,308,"Location[gps 40.361335,-88.149231 acc=10 et=+18h19m37s175ms alt=206.0 vel=32.25 bear=32.5 {Bundle[mParcelledData.dataSize=40]}]",10,206,32.25,32.5
1904.881,1003.90625,309,"Location[gps 40.362356,-88.148464 acc=7 et=+18h19m41s177ms alt=208.0 vel=32.5 bear=31.1 {Bundle[mParcelledData.dataSize=40]}]",7,208,32.5,31.1
1820.8949,975.22327,310,"Location[gps 40.363398,-88.147630 acc=7 et=+18h19m45s182ms alt=208.0 vel=32.75 bear=30.7 {Bundle[mParcelledData.dataSize=40]}]",7,208,32.75,30.7
1107.2933,992.233,311,"Location[gps 40.364429,-88.146865 acc=6 et=+18h19m49s165ms alt=206.0 vel=32.75 bear=29.1 {Bundle[mParcelledData.dataSize=40]}]",6,206,32.75,29.1
1895.0608,0,312,"Location[gps 40.365467,-88.146163 acc=8 et=+18h19m53s178ms alt=204.0 vel=32.5 bear=27.6 {Bundle[mParcelledData.dataSize=40]}]",8,204,32.5,27.6
0,0,313,"Location[gps 40.367862,-88.144784 acc=10 et=+18h20m2s164ms alt=205.0 vel=32.5 bear=20.1 {Bundle[mParcelledData.dataSize=40]}]",10,205,32.5,20.1
358.5532,1019.9048,314,"Location[gps 40.367862,-88.144784 acc=10 et=+18h20m2s164ms alt=203.0 vel=32.5 bear=20.1 {Bundle[mParcelledData.dataSize=40]}]",10,203,32.5,20.1
767.7947,998.03546,315,"Location[gps 40.369464,-88.144021 acc=10 et=+18h20m8s167ms alt=209.0 vel=32.5 bear=20.2 {Bundle[mParcelledData.dataSize=40]}]",10,209,32.5,20.2
1022.89905,4201.249,316,"Location[gps 40.370563,-88.143470 acc=12 et=+18h20m12s167ms alt=205.0 vel=32.75 bear=20.7 {Bundle[mParcelledData.dataSize=40]}]",12,205,32.75,20.7
0,854.74493,317,"Location[gps 40.372998,-88.142178 acc=14 et=+18h20m21s163ms alt=204.0 vel=31.75 bear=21.7 {Bundle[mParcelledData.dataSize=40]}]",14,204,31.75,21.7
598.81683,2585.819,318,"Location[gps 40.372998,-88.142178 acc=14 et=+18h20m21s163ms alt=204.0 vel=31.75 bear=21.7 {Bundle[mParcelledData.dataSize=40]}]",14,204,31.75,21.7
396.62326,1007.8586,319,"Location[gps 40.374704,-88.141343 acc=13 et=+18h20m27s164ms alt=206.0 vel=33.5 bear=19.4 {Bundle[mParcelledData.dataSize=40]}]",13,206,33.5,19.4
687.212,953.43054,320,"Location[gps 40.375834,-88.140832 acc=14 et=+18h20m31s173ms alt=207.0 vel=33.5 bear=20.4 {Bundle[mParcelledData.dataSize=40]}]",14,207,33.5,20.4
547.7549,984.6004,321,"Location[gps 40.377018,-88.140313 acc=11 et=+18h20m35s170ms alt=202.0 vel=33.0 bear=21.0 {Bundle[mParcelledData.dataSize=40]}]",11,202,33,21
1512.3025,999.9847,322,"Location[gps 40.378106,-88.139804 acc=11 et=+18h20m39s167ms alt=202.0 vel=33.0 bear=20.7 {Bundle[mParcelledData.dataSize=40]}]",11,202,33,20.7
21.428076,942.8954,323,"Location[gps 40.380931,-88.138324 acc=18 et=+18h20m49s165ms alt=194.0 vel=32.25 bear=21.4 {Bundle[mParcelledData.dataSize=40]}]",18,194,32.25,21.4
1148.3447,915.9073,324,"Location[gps 40.380931,-88.138324 acc=18 et=+18h20m49s165ms alt=194.0 vel=32.25 bear=21.4 {Bundle[mParcelledData.dataSize=40]}]",18,194,32.25,21.4
22.745584,1060.0253,325,"Location[gps 40.382562,-88.137500 acc=12 et=+18h20m55s166ms alt=195.0 vel=33.5 bear=20.1 {Bundle[mParcelledData.dataSize=40]}]",12,195,33.5,20.1
690.5515,1011.8423,326,"Location[gps 40.383694,-88.136958 acc=11 et=+18h20m59s171ms alt=195.0 vel=33.25 bear=20.7 {Bundle[mParcelledData.dataSize=40]}]",11,195,33.25,20.7
381.6142,1395.074,327,"Location[gps 40.384784,-88.136409 acc=11 et=+18h21m3s164ms alt=196.0 vel=33.0 bear=20.6 {Bundle[mParcelledData.dataSize=40]}]",11,196,33,20.6
364.18335,994.1596,328,"Location[gps 40.385895,-88.135846 acc=10 et=+18h21m7s163ms alt=196.0 vel=33.0 bear=20.7 {Bundle[mParcelledData.dataSize=40]}]",10,196,33,20.7
0,1036.4215,329,"Location[gps 40.386996,-88.135323 acc=10 et=+18h21m11s165ms alt=190.0 vel=33.25 bear=20.3 {Bundle[mParcelledData.dataSize=40]}]",10,190,33.25,20.3
534.5798,977.08435,330,"Location[gps 40.388119,-88.134755 acc=10 et=+18h21m15s165ms alt=188.0 vel=32.75 bear=20.8 {Bundle[mParcelledData.dataSize=40]}]",10,188,32.75,20.8
194.7255,996.09375,331,"Location[gps 40.389202,-88.134198 acc=10 et=+18h21m19s164ms alt=191.0 vel=32.75 bear=20.8 {Bundle[mParcelledData.dataSize=40]}]",10,191,32.75,20.8
226.5625,967.8492,332,"Location[gps 40.394291,-88.131762 acc=13 et=+18h21m37s164ms alt=192.0 vel=33.5 bear=21.0 {Bundle[mParcelledData.dataSize=40]}]",13,192,33.5,21
134.99132,4266.6015,333,"Location[gps 40.394291,-88.131762 acc=13 et=+18h21m37s164ms alt=192.0 vel=33.5 bear=21.0 {Bundle[mParcelledData.dataSize=40]}]",13,192,33.5,21
181.495,1019.9048,334,"Location[gps 40.397006,-88.130363 acc=10 et=+18h21m47s164ms alt=196.0 vel=33.0 bear=20.3 {Bundle[mParcelledData.dataSize=40]}]",10,196,33,20.3
1111.0707,0,335,"Location[gps 40.397006,-88.130363 acc=10 et=+18h21m47s164ms alt=196.0 vel=33.0 bear=20.3 {Bundle[mParcelledData.dataSize=40]}]",10,196,33,20.3
755.7775,1051.3187,336,"Location[gps 40.398658,-88.129564 acc=5 et=+18h21m53s175ms alt=194.0 vel=33.0 bear=20.6 {Bundle[mParcelledData.dataSize=40]}]",5,194,33,20.6
0,942.8954,337,"Location[gps 40.399744,-88.129023 acc=4 et=+18h21m57s179ms alt=196.0 vel=33.25 bear=19.4 {Bundle[mParcelledData.dataSize=40]}]",4,196,33.25,19.4
598.2749,1005.87854,338,"Location[gps 40.400869,-88.128453 acc=4 et=+18h22m1s164ms alt=198.0 vel=33.0 bear=20.0 {Bundle[mParcelledData.dataSize=40]}]",4,198,33,20
696.95966,994.1596,339,"Location[gps 40.401960,-88.127904 acc=5 et=+18h22m5s173ms alt=201.0 vel=33.25 bear=19.2 {Bundle[mParcelledData.dataSize=40]}]",5,201,33.25,19.2
950.02295,951.6584,340,"Location[gps 40.403083,-88.127382 acc=4 et=+18h22m9s202ms alt=197.0 vel=33.0 bear=18.4 {Bundle[mParcelledData.dataSize=40]}]",4,197,33,18.4
1214.6936,0,341,"Location[gps 40.404215,-88.126902 acc=4 et=+18h22m13s171ms alt=197.0 vel=33.0 bear=18.3 {Bundle[mParcelledData.dataSize=40]}]",4,197,33,18.3
782.4769,1009.84644,342,"Location[gps 40.406457,-88.125900 acc=3 et=+18h22m21s172ms alt=200.0 vel=33.0 bear=18.5 {Bundle[mParcelledData.dataSize=40]}]",3,200,33,18.5
810.16315,1132.7261,343,"Location[gps 40.407589,-88.125424 acc=3 et=+18h22m25s173ms alt=200.0 vel=33.0 bear=18.5 {Bundle[mParcelledData.dataSize=40]}]",3,200,33,18.5
836.6406,1190.6794,344,"Location[gps 40.408710,-88.124948 acc=3 et=+18h22m29s172ms alt=200.0 vel=33.0 bear=18.1 {Bundle[mParcelledData.dataSize=40]}]",3,200,33,18.1
1153.5322,1057.8351,345,"Location[gps 40.409834,-88.124432 acc=9 et=+18h22m33s170ms alt=199.0 vel=33.0 bear=18.7 {Bundle[mParcelledData.dataSize=40]}]",9,199,33,18.7
745.115,1082.4359,346,"Location[gps 40.410936,-88.123955 acc=9 et=+18h22m37s177ms alt=194.0 vel=33.0 bear=18.5 {Bundle[mParcelledData.dataSize=40]}]",9,194,33,18.5
567.58026,1038.5237,347,"Location[gps 40.412079,-88.123464 acc=9 et=+18h22m41s164ms alt=192.0 vel=33.0 bear=18.4 {Bundle[mParcelledData.dataSize=40]}]",9,192,33,18.4
798.97736,1047.0188,348,"Location[gps 40.413180,-88.122993 acc=10 et=+18h22m45s165ms alt=193.0 vel=32.75 bear=18.4 {Bundle[mParcelledData.dataSize=40]}]",10,193,32.75,18.4
1042.721,0,349,"Location[gps 40.414325,-88.122496 acc=10 et=+18h22m49s171ms alt=190.0 vel=33.0 bear=18.3 {Bundle[mParcelledData.dataSize=40]}]",10,190,33,18.3
669.9942,1354.4767,350,"Location[gps 40.415451,-88.122043 acc=12 et=+18h22m53s164ms alt=190.0 vel=33.25 bear=17.6 {Bundle[mParcelledData.dataSize=40]}]",12,190,33.25,17.6
647.38104,1120.333,351,"Location[gps 40.416591,-88.121524 acc=11 et=+18h22m57s171ms alt=190.0 vel=33.0 bear=18.3 {Bundle[mParcelledData.dataSize=40]}]",11,190,33,18.3
105.85037,1009.84644,352,"Location[gps 40.417693,-88.121064 acc=10 et=+18h23m1s174ms alt=189.0 vel=32.75 bear=18.6 {Bundle[mParcelledData.dataSize=40]}]",10,189,32.75,18.6
1103.3619,971.52216,353,"Location[gps 40.418829,-88.120545 acc=10 et=+18h23m5s174ms alt=188.0 vel=33.0 bear=18.3 {Bundle[mParcelledData.dataSize=40]}]",10,188,33,18.3
42.572964,0,354,"Location[gps 40.420467,-88.119800 acc=12 et=+18h23m11s162ms alt=186.0 vel=31.5 bear=19.9 {Bundle[mParcelledData.dataSize=40]}]",12,186,31.5,19.9
398.95468,939.4352,355,"Location[gps 40.423018,-88.118599 acc=13 et=+18h23m20s163ms alt=186.0 vel=33.25 bear=19.4 {Bundle[mParcelledData.dataSize=40]}]",13,186,33.25,19.4
1066.1952,0,356,"Location[gps 40.423018,-88.118599 acc=13 et=+18h23m20s163ms alt=186.0 vel=33.25 bear=19.4 {Bundle[mParcelledData.dataSize=40]}]",13,186,33.25,19.4
397.99567,948.13367,357,"Location[gps 40.426401,-88.117171 acc=11 et=+18h23m32s164ms alt=186.0 vel=32.75 bear=18.5 {Bundle[mParcelledData.dataSize=40]}]",11,186,32.75,18.5
730.1725,999.9847,358,"Location[gps 40.426401,-88.117171 acc=11 et=+18h23m32s164ms alt=186.0 vel=32.75 bear=18.5 {Bundle[mParcelledData.dataSize=40]}]",11,186,32.75,18.5
731.9573,988.4019,359,"Location[gps 40.428366,-88.116348 acc=10 et=+18h23m39s171ms alt=184.0 vel=33.0 bear=18.3 {Bundle[mParcelledData.dataSize=40]}]",10,184,33,18.3
1222.2902,1077.8783,360,"Location[gps 40.429509,-88.115894 acc=10 et=+18h23m43s171ms alt=187.0 vel=32.75 bear=18.6 {Bundle[mParcelledData.dataSize=40]}]",10,187,32.75,18.6
506.97128,4398.558,361,"Location[gps 40.430658,-88.115377 acc=10 et=+18h23m47s178ms alt=189.0 vel=33.0 bear=18.5 {Bundle[mParcelledData.dataSize=40]}]",10,189,33,18.5
0,885.7996,362,"Location[gps 40.432670,-88.114540 acc=13 et=+18h23m54s162ms alt=191.0 vel=33.75 bear=17.8 {Bundle[mParcelledData.dataSize=40]}]",13,191,33.75,17.8
659.053,1354.4767,363,"Location[gps 40.432670,-88.114540 acc=13 et=+18h23m54s162ms alt=191.0 vel=33.75 bear=17.8 {Bundle[mParcelledData.dataSize=40]}]",13,191,33.75,17.8
1358.2147,1026.0364,364,"Location[gps 40.434642,-88.113747 acc=12 et=+18h24m1s164ms alt=195.0 vel=32.75 bear=15.1 {Bundle[mParcelledData.dataSize=40]}]",12,195,32.75,15.1
1005.9188,1036.4215,365,"Location[gps 40.435759,-88.113369 acc=10 et=+18h24m5s163ms alt=194.0 vel=32.75 bear=14.1 {Bundle[mParcelledData.dataSize=40]}]",10,194,32.75,14.1
545.7663,1347.3479,366,"Location[gps 40.438364,-88.112673 acc=12 et=+18h24m14s163ms alt=191.0 vel=33.0 bear=8.3 {Bundle[mParcelledData.dataSize=40]}]",12,191,33,8.3
1281.926,917.5487,367,"Location[gps 40.438364,-88.112673 acc=12 et=+18h24m14s163ms alt=191.0 vel=33.0 bear=8.3 {Bundle[mParcelledData.dataSize=40]}]",12,191,33,8.3
0,982.7105,368,"Location[gps 40.440440,-88.112355 acc=10 et=+18h24m21s173ms alt=189.0 vel=32.75 bear=5.8 {Bundle[mParcelledData.dataSize=40]}]",10,189,32.75,5.8
0,1009.84644,369,"Location[gps 40.441636,-88.112199 acc=9 et=+18h24m25s165ms alt=190.0 vel=32.75 bear=4.9 {Bundle[mParcelledData.dataSize=40]}]",9,190,32.75,4.9
962.24243,1040.6345,370,"Location[gps 40.442794,-88.112089 acc=9 et=+18h24m29s163ms alt=188.0 vel=32.75 bear=2.6 {Bundle[mParcelledData.dataSize=40]}]",9,188,32.75,2.6
1143.7551,999.9847,371,"Location[gps 40.443983,-88.112098 acc=9 et=+18h24m33s176ms alt=190.0 vel=32.75 bear=359.5 {Bundle[mParcelledData.dataSize=40]}]",9,190,32.75,359.5
965.31146,1087.0322,372,"Location[gps 40.445123,-88.112111 acc=9 et=+18h24m37s162ms alt=191.0 vel=32.75 bear=0.1 {Bundle[mParcelledData.dataSize=40]}]",9,191,32.75,0.1
1108.8751,984.6004,373,"Location[gps 40.446324,-88.112107 acc=9 et=+18h24m41s175ms alt=191.0 vel=32.75 bear=0.0 {Bundle[mParcelledData.dataSize=40]}]",9,191,32.75,0
1103.5465,1115.4514,374,"Location[gps 40.447485,-88.112116 acc=9 et=+18h24m45s162ms alt=192.0 vel=32.75 bear=359.9 {Bundle[mParcelledData.dataSize=40]}]",9,192,32.75,359.9
564.4705,1044.882,375,"Location[gps 40.448686,-88.112102 acc=9 et=+18h24m49s164ms alt=193.0 vel=32.75 bear=0.1 {Bundle[mParcelledData.dataSize=40]}]",9,193,32.75,0.1
0,0,376,"Location[gps 40.449854,-88.112105 acc=9 et=+18h24m53s170ms alt=194.0 vel=32.75 bear=359.9 {Bundle[mParcelledData.dataSize=40]}]",9,194,32.75,359.9
637.7958,1019.9048,377,"Location[gps 40.450995,-88.112085 acc=9 et=+18h24m57s182ms alt=195.0 vel=29.75 bear=1.4 {Bundle[mParcelledData.dataSize=40]}]",9,195,29.75,1.4
764.93414,988.4019,378,"Location[gps 40.451963,-88.112012 acc=9 et=+18h25m1s172ms alt=196.0 vel=26.0 bear=3.8 {Bundle[mParcelledData.dataSize=40]}]",9,196,26,3.8
1009.14435,2661.082,379,"Location[gps 40.452855,-88.111883 acc=10 et=+18h25m5s175ms alt=195.0 vel=24.0 bear=9.6 {Bundle[mParcelledData.dataSize=40]}]",10,195,24,9.6
0,1091.6677,380,"Location[gps 40.454277,-88.110370 acc=12 et=+18h25m15s163ms alt=196.0 vel=19.0 bear=45.3 {Bundle[mParcelledData.dataSize=40]}]",12,196,19,45.3
543.5195,1019.9048,381,"Location[gps 40.455267,-88.109483 acc=14 et=+18h25m24s163ms alt=196.0 vel=7.75 bear=50.6 {Bundle[mParcelledData.dataSize=40]}]",14,196,7.75,50.6
333.60428,982.7105,382,"Location[gps 40.455267,-88.109483 acc=14 et=+18h25m24s163ms alt=196.0 vel=7.75 bear=50.6 {Bundle[mParcelledData.dataSize=40]}]",14,196,7.75,50.6
1254.8434,1120.333,383,"Location[gps 40.455265,-88.108731 acc=10 et=+18h25m30s163ms alt=198.0 vel=15.75 bear=90.2 {Bundle[mParcelledData.dataSize=40]}]",10,198,15.75,90.2
478.27554,962.3913,384,"Location[gps 40.455272,-88.107877 acc=10 et=+18h25m34s164ms alt=199.0 vel=19.0 bear=89.8 {Bundle[mParcelledData.dataSize=40]}]",10,199,19,89.8
0,1017.8771,385,"Location[gps 40.455306,-88.106988 acc=10 et=+18h25m38s163ms alt=195.0 vel=20.25 bear=88.9 {Bundle[mParcelledData.dataSize=40]}]",10,195,20.25,88.9
172.19905,0,386,"Location[gps 40.455288,-88.106096 acc=11 et=+18h25m42s169ms alt=192.0 vel=18.75 bear=89.1 {Bundle[mParcelledData.dataSize=40]}]",11,192,18.75,89.1
535.7735,1049.1643,387,"Location[gps 40.455338,-88.105356 acc=13 et=+18h25m46s172ms alt=188.0 vel=18.0 bear=88.6 {Bundle[mParcelledData.dataSize=40]}]",13,188,18,88.6
535.7877,1071.1134,388,"Location[gps 40.455384,-88.103737 acc=11 et=+18h25m54s163ms alt=187.0 vel=17.0 bear=89.3 {Bundle[mParcelledData.dataSize=40]}]",11,187,17,89.3
203.63042,1021.9405,389,"Location[gps 40.455396,-88.102921 acc=11 et=+18h25m58s162ms alt=184.0 vel=17.0 bear=88.7 {Bundle[mParcelledData.dataSize=40]}]",11,184,17,88.7
264.63116,999.9847,390,"Location[gps 40.455375,-88.102159 acc=12 et=+18h26m2s166ms alt=188.0 vel=15.5 bear=91.0 {Bundle[mParcelledData.dataSize=40]}]",12,188,15.5,91
81.193275,946.3811,391,"Location[gps 40.455352,-88.101596 acc=12 et=+18h26m6s172ms alt=186.0 vel=12.0 bear=93.6 {Bundle[mParcelledData.dataSize=40]}]",12,186,12,93.6
391.83417,986.4975,392,"Location[gps 40.455253,-88.100994 acc=11 et=+18h26m10s176ms alt=188.0 vel=13.75 bear=107.4 {Bundle[mParcelledData.dataSize=40]}]",11,188,13.75,107.4
197.74895,1158.3534,393,"Location[gps 40.455060,-88.100376 acc=11 et=+18h26m14s164ms alt=189.0 vel=12.75 bear=109.1 {Bundle[mParcelledData.dataSize=40]}]",11,189,12.75,109.1
0,1082.4359,394,"Location[gps 40.455174,-88.099924 acc=11 et=+18h26m18s162ms alt=192.0 vel=11.25 bear=43.6 {Bundle[mParcelledData.dataSize=40]}]",11,192,11.25,43.6
67.61765,2178.6902,395,"Location[gps 40.455679,-88.099668 acc=10 et=+18h26m22s170ms alt=196.0 vel=16.25 bear=16.6 {Bundle[mParcelledData.dataSize=40]}]",10,196,16.25,16.6
33.70511,1135.2377,396,"Location[gps 40.456291,-88.099388 acc=10 et=+18h26m26s171ms alt=198.0 vel=18.75 bear=17.6 {Bundle[mParcelledData.dataSize=40]}]",10,198,18.75,17.6
94.51004,2392.4868,397,"Location[gps 40.456947,-88.099114 acc=10 et=+18h26m30s169ms alt=197.0 vel=17.75 bear=17.8 {Bundle[mParcelledData.dataSize=40]}]",10,197,17.75,17.8
154.81955,1120.333,398,"Location[gps 40.457349,-88.098918 acc=11 et=+18h26m34s162ms alt=196.0 vel=10.75 bear=14.1 {Bundle[mParcelledData.dataSize=40]}]",11,196,10.75,14.1
229.53212,1163.6187,399,"Location[gps 40.457586,-88.098828 acc=11 et=+18h26m38s172ms alt=192.0 vel=8.75 bear=18.3 {Bundle[mParcelledData.dataSize=40]}]",11,192,8.75,18.3
148.36736,4309.6985,400,"Location[gps 40.458041,-88.098651 acc=12 et=+18h26m42s162ms alt=193.0 vel=13.75 bear=18.6 {Bundle[mParcelledData.dataSize=40]}]",12,193,13.75,18.6
172.79053,870.735,401,"Location[gps 40.458594,-88.098416 acc=16 et=+18h26m46s162ms alt=193.0 vel=15.25 bear=19.8 {Bundle[mParcelledData.dataSize=40]}]",16,193,15.25,19.8
0,891.9725,402,"Location[gps 40.459217,-88.098082 acc=15 et=+18h26m50s162ms alt=194.0 vel=18.75 bear=20.8 {Bundle[mParcelledData.dataSize=40]}]",15,194,18.75,20.8
1048.5575,1062.2245,403,"Location[gps 40.459217,-88.098082 acc=15 et=+18h26m50s162ms alt=194.0 vel=18.75 bear=20.8 {Bundle[mParcelledData.dataSize=40]}]",15,194,18.75,20.8
1304.2384,1117.8868,404,"Location[gps 40.459814,-88.097785 acc=14 et=+18h26m56s161ms alt=199.0 vel=9.75 bear=22.2 {Bundle[mParcelledData.dataSize=40]}]",14,199,9.75,22.2
1038.8108,944.635,405,"Location[gps 40.459930,-88.097732 acc=11 et=+18h27m0s161ms alt=199.0 vel=6.75 bear=12.7 {Bundle[mParcelledData.dataSize=40]}]",11,199,6.75,12.7
1153.1692,1015.8575,406,"Location[gps 40.460308,-88.097591 acc=11 et=+18h27m4s162ms alt=207.0 vel=12.25 bear=17.8 {Bundle[mParcelledData.dataSize=40]}]",11,207,12.25,17.8
1141.0522,948.13367,407,"Location[gps 40.460639,-88.097384 acc=11 et=+18h27m8s163ms alt=207.0 vel=9.25 bear=27.9 {Bundle[mParcelledData.dataSize=40]}]",11,207,9.25,27.9
